Name,Brand,Model,Socket,Chipset,Form Factor,Memory Type,RAM Slots,Max RAM,ECC Support,PCIe x16 Slots,PCIe x4 Slots,PCIe x1 Slots,M.2 Ports,M.2 Support,SATA Ports,SATA Express Ports,Audio Chipset,Audio Channels,LAN Chipset,Wireless LAN,Wi-Fi Generation,USB 2.0 Headers,USB 3.2 Gen1 Headers,USB 3.2 Gen2 Headers,USB 3.2 Gen2x2 Headers,SLI Support,CrossFire Support,RAID Support,Back Connect,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
ASUS ROG STRIX Z590-A GAMING WIFI,Asus,ROG STRIX Z590-A GAMING WIFI90MB1660-M0AAY0,LGA1200,Intel I225-V 2.5Gb Ethernet,Atx,,4,128 GB,No,3,1,0,3,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,0,,No,No,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,9,In Stock,$229,https://pangoly.com/en/product/asus-rog-strix-z590-a-gaming-wifi,73509d75-df7c-eb11-8293-12c3a5b6f281,44
GIGABYTE Z590I AORUS ULTRA,Gigabyte,Z590I AORUS ULTRA,LGA1200,Intel 2.5GbE LAN chip,Mini ITX,,2,64 GB,No,1,0,0,2,2260 / 2280 - M Key2260 / 2280 - M Key (Intel 11th Gen only),4,0,,7.1 Channels,,Yes,6,1,1,0,,No,No,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$376,https://pangoly.com/en/product/gigabyte-z590i-aorus-ultra,3a7427d2-df7c-eb11-8293-12c3a5b6f281,44
GIGABYTE H610M S2H DDR4,Gigabyte,H610M S2H DDR4,LGA1700,Intel H610,Atx,,2,64 GB,No,1,0,1,1,2260 / 2280 - M Key,4,0,,,,No,,0,1,0,,No,No,No,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$148,https://pangoly.com/en/product/gigabyte-h610m-s2h-ddr4,ea96443e-f36b-1410-8bb2-003fe7c988bc,44
MSI MAG B550 TORPEDO,Msi,MAG B550 TORPEDO,AM4,B550,Atx,,4,128 GB,No,2,0,2,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1-Channel High Definition AudioSupports S/PDIF output,,No,,2,1,0,,No,Yes,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,Out of Stock,$150,https://pangoly.com/en/product/msi-mag-b550-torpedo,debd21c0-79ab-eb11-8296-12c3a5b6f281,44
GIGABYTE Z590 Vision G,Gigabyte,Z590 Vision G,LGA1200,Intel 2.5GbE LAN chip,Atx,,4,128 GB,No,3,0,0,4,2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key (Intel 11th Gen only),6,0,,7.1 Channels,,No,,2,1,1,,No,Yes,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$187,https://pangoly.com/en/product/gigabyte-z590-vision-g,d3de1cbb-7a8d-eb11-8294-12c3a5b6f281,45
ASRock Z590 STEEL LEGEND,Asrock,Z590 STEEL LEGEND90-MXBEQ0-A0UAYZ,LGA1200,Dragon RTL8125BG,Atx,,4,128 GB,No,2,0,3,4,2260 / 2280 - M Key (Intel 11th Gen only)2260 / 2280 - M Key2260 / 2280 / 22110 - M Key2230 - E Key,6,0,,7.1 Channels,,No,,2,2,1,,No,Yes,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$319,https://pangoly.com/en/product/asrock-z590-steel-legend,27392ea0-2180-eb11-8293-12c3a5b6f281,45
ASRock A520M PRO4,Asrock,A520M Pro490-MXBDU0-A0UAYZ,AM4,A520,Atx,,4,128 GB,No,2,0,0,3,2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,2,0,,No,No,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$100,https://pangoly.com/en/product/asrock-a520m-pro4,602302e6-6cbd-eb11-8297-12c3a5b6f281,45
BIOSTAR B550MH,Biostar,B550MH,AM4,B550,Atx,,2,64 GB,No,1,0,2,1,2242 / 2260 / 2280 - M Key,4,0,,,,No,,2,2,0,,No,No,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$114,https://pangoly.com/en/product/biostar-b550mh,6f2c1855-7350-eb11-8291-12c3a5b6f281,45
Asus PRO B550M-C/CSM,Asus,pro b550m-c/csm90MB15Q0-M0AAYC,AM4,B550,Atx,,4,128 GB,No,1,1,0,3,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,No,,1,2,0,,No,No,Yes,No,"December 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$155,https://pangoly.com/en/product/asus-pro-b550m-c-csm,df22d6b0-ecdc-eb11-8299-12c3a5b6f281,45
GIGABYTE B550M DS3H AC,Gigabyte,B550M DS3H AC,AM4,B550,Atx,,4,128 GB,No,2,0,1,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,4,0,,2/4/5.1/7.1-channel,,Yes,5,1,1,0,,No,No,Yes,No,"December 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,7,In Stock,$140,https://pangoly.com/en/product/gigabyte-b550m-ds3h-ac,cf3b7e1b-6dbd-eb11-8297-12c3a5b6f281,45
EVGA Z490 Dark K|NGP|N Edition,Evga,131-CL-E499-KP,LGA1200,Intel Z490,Atx,,2,64 GB,No,3,1,0,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,8,0,,,,Yes,6,3,1,0,,Yes,Yes,Yes,No,"December 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$870,https://pangoly.com/en/product/evga-z490-dark-kngpn-edition,48490aaa-6dbd-eb11-8297-12c3a5b6f281,45
MSI MEG B550 UNIFY,Msi,MEG B550 UNIFY,AM4,B550,Atx,,4,128 GB,No,2,0,2,4,2280 / 22110 - M Key2280 - M Key2280 / 22110 - M Key2280 - M Key,6,0,,7.1-Channel High Definition AudioSupports S/PDIF output,,Yes,6,2,1,0,,No,Yes,Yes,No,"December 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$210,https://pangoly.com/en/product/msi-meg-b550-unify,bf92c47f-e563-eb11-8292-12c3a5b6f281,45
MSI MEG B550 Unify-X,Msi,MEG B550 UNIFY-X7D13-007R,AM4,B550,Atx,,2,64 GB,No,2,0,2,4,2280 / 22110 - M Key2280 - M Key2280 / 22110 - M Key2280 - M Key,6,0,,7.1-Channel High Definition AudioSupports S/PDIF output,,Yes,6,2,1,0,,No,Yes,Yes,No,"December 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$238,https://pangoly.com/en/product/msi-meg-b550-unify-x,62649610-e07c-eb11-8293-12c3a5b6f281,45
Biostar A32M2,Biostar,A32M2,AM4,AMD A320,Atx,,2,32 GB,No,1,0,2,1,2242 / 2260 / 2280 - M Key,4,0,,,,No,,2,0,0,,No,No,Yes,No,"December 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$68,https://pangoly.com/en/product/biostar-a32m2,2b9d4707-e07c-eb11-8293-12c3a5b6f281,45
MSI B550M PRO,Msi,b550m pro,AM4,B550,Atx,,2,64 GB,No,1,0,2,1,2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"November 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,In Stock,$100,https://pangoly.com/en/product/msi-b550m-pro,70732628-6dbd-eb11-8297-12c3a5b6f281,45
MSI B550M-A PRO,Msi,b550m-a pro,AM4,B550,Atx,,2,64 GB,No,1,0,1,1,2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"November 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,Out of Stock,$95,https://pangoly.com/en/product/msi-b550m-a-pro,a9ec4111-6dbd-eb11-8297-12c3a5b6f281,45
ASUS ROG Strix B550-XE Gaming WiFi,Asus,Strix B550-XE Gaming WiFiROG STRIX B550-XE GAMING WIFI90MB17B0-M0EAY090MB17B0-M0AAY0,AM4,B550,Atx,,4,128 GB,No,3,0,2,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,0,,Yes,Yes,Yes,No,"November 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,In Stock,$263,https://pangoly.com/en/product/asus-rog-strix-b550-xe-gaming-wifi,8e9ccc50-7206-ec11-829c-12c3a5b6f281,46
ASUS ROG Crosshair VIII Dark Hero,Asus,ROG Crosshair VIII Dark HeroCrosshair VIII Dark Hero90MB1760-M0EAY090MB1760-M0AAY0,AM4,Realtek RTL8125-CG,Atx,,4,128 GB,Yes* ECC memory support also depends on the CPU memory controller,3,0,1,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key,8,0,,7.1 Channels,,Yes,6,2,1,0,,Yes,Yes,Yes,No,"November 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,In Stock,$413,https://pangoly.com/en/product/asus-rog-crosshair-viii-dark-hero,80c650a6-7350-eb11-8291-12c3a5b6f281,46
ASUS PRIME A520M-A/CSM,Asus,PRIME A520M-A/CSM,AM4,A520,Atx,,4,128 GB,No,1,0,2,1,2242 / 2260 / 2280 / 22110 - M Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"November 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,Out of Stock,$78,https://pangoly.com/en/product/asus-prime-a520m-a-csm,e517920a-e663-eb11-8292-12c3a5b6f281,46
ASRock X570 PG VELOCITA,Asrock,X570 PG VELOCITA90-MXBER0-A0UAYZ,AM4,X570,Atx,,4,128 GB,Yes* ECC memory support also depends on the CPU memory controller,2,0,3,2,2230 / 2242 / 2260 / 2280 - M Key2230 / 2242 / 2260 / 2280 - M Key,8,0,,7.1 Channels,,Yes,6,2,2,0,,No,Yes,Yes,No,"November 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,6,Out of Stock,$160,https://pangoly.com/en/product/asrock-x570-pg-velocita,d89fd0b1-e563-eb11-8292-12c3a5b6f281,46
MSI B450I GAMING PLUS MAX WIFI,Msi,,AM4,B450,,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$130,https://pangoly.com/en/product/msi-b450i-gaming-plus-max-wifi,c097e43f-2237-eb11-8290-12c3a5b6f281,46
ASUS TUF Gaming B450-PLUS II,Asus,TUF GAMING B450-PLUS II90MB1650-M0AAY0,AM4,B450,Atx,,4,128 GB,No,2,0,3,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,No,,2,1,0,,No,Yes,Yes,No,"October 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$120,https://pangoly.com/en/product/asus-tuf-gaming-b450-plus-ii,29cbd51f-7350-eb11-8291-12c3a5b6f281,46
Gigabyte B550 Gaming X V2,Gigabyte,,,B550,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,7,In Stock,$110,https://pangoly.com/en/product/gigabyte-b550-gaming-x-v2,153f7d09-6dbd-eb11-8297-12c3a5b6f281,46
Gigabyte B550M AORUS PRO-P,Gigabyte,,,B550,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,3,In Stock,$175,https://pangoly.com/en/product/gigabyte-b550m-aorus-pro-p,e294264b-6b3c-eb11-8291-12c3a5b6f281,46
Gigabyte B450 AORUS Elite V2,Gigabyte,,AM4,B450,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,20,Out of Stock,$120,https://pangoly.com/en/product/gigabyte-b450-aorus-elite-v2,50b9d2b6-7350-eb11-8291-12c3a5b6f281,46
ASRock H410M-ITX/ac,Asrock,H410M-ITX/ac90-MXBCT0-A0UAYZ,LGA1200,Intel I219-V,Mini Itx,,2,64 GB,No,1,0,0,1,2280 - M Key,4,0,,7.1 Channels,,Yes,5,1,1,0,,No,No,No,No,"October 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$90,https://pangoly.com/en/product/asrock-h410m-itx-ac,2416dffd-d6cc-ea11-a95c-000d3a0da064,46
ASUS Prime B450M-A II,Asus,,AM4,B450,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,3,In Stock,$90,https://pangoly.com/en/product/asus-prime-b450m-a-ii,7cc630dd-7350-eb11-8291-12c3a5b6f281,46
ASUS TUF Gaming B450M-PLUS II,Asus,TUF GAMING B450M-PLUS II90MB1620-M0EAY090MB1620-M0AAY0,AM4,B450,Atx,,4,128 GB,No,2,0,1,1,2242 / 2260 / 2280 / 22110 - M Key,6,0,,7.1 Channels,,No,,2,1,0,,No,Yes,Yes,No,"October 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,37,In Stock,$95,https://pangoly.com/en/product/asus-tuf-gaming-b450m-plus-ii,231dd32b-84bd-eb11-8297-12c3a5b6f281,46
ASUS ROG STRIX B450-F Gaming II,Asus,,AM4,B450,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,33,In Stock,$140,https://pangoly.com/en/product/asus-rog-strix-b450-f-gaming-ii,51329eaa-2237-eb11-8290-12c3a5b6f281,47
Gigabyte B550 AORUS ELITE AX V2,Gigabyte,,,B550,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,17,In Stock,$137,https://pangoly.com/en/product/gigabyte-b550-aorus-elite-ax-v2,1b321692-72ab-eb11-8296-12c3a5b6f281,47
ASRock B550M Phantom Gaming 4,Asrock,B550M Phantom Gaming 490-MXBE90-A0UAZ,AM4,B550,Atx,,4,128 GB,Yes* ECC memory support also depends on the CPU memory controller,2,0,1,2,2280 - M Key2280 - M Key,4,0,,7.1 Channels,,No,,2,2,0,,No,Yes,Yes,No,"September 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,5,In Stock,$80,https://pangoly.com/en/product/asrock-b550m-phantom-gaming-4,21e43db9-2237-eb11-8290-12c3a5b6f281,47
AsRock X570D4U-2L2T,Asrock,X570D4U-2L2T,AM4,X570,Atx,,4,128 GB,Yes* ECC memory support also depends on the CPU memory controller,1,0,1,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,8,0,,,,No,,0,1,0,,No,No,Yes,No,"September 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$419,https://pangoly.com/en/product/asrock-x570d4u-2l2t,68698fda-e563-eb11-8292-12c3a5b6f281,47
AsRock E3C246D4U2-2L2T,Asrock,E3C246D4U2-2L2T,LGA1151,Intel X550-AT2,Atx,,4,128 GB,Yes* ECC memory support also depends on the CPU memory controller,1,1,1,1,2230 / 2242 / 2260 / 2280 - M Key,8,0,,,,No,,1,1,0,,No,No,No,No,"September 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$411,https://pangoly.com/en/product/asrock-e3c246d4u2-2l2t,a36519e2-e563-eb11-8292-12c3a5b6f281,47
GIGABYTE B450M DS3H V2,Gigabyte,,AM4,B450,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,6,Out of Stock,$88,https://pangoly.com/en/product/gigabyte-b450m-ds3h-v2,c634288e-2237-eb11-8290-12c3a5b6f281,47
BIOSTAR RACING Z490A-SILVER,Biostar,Racing Z490A-SilverZ490A-Silver,LGA1200,Intel I219-V,Atx,,4,128 GB,No,2,0,3,3,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2230 - E Key,6,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"September 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,Out of Stock,$170,https://pangoly.com/en/product/biostar-racing-z490a-silver,603ee88f-e563-eb11-8292-12c3a5b6f281,47
ASUS TUF GAMING X570-PRO (WI-FI),,TUF GAMING X570-PRO (WI-FI)90MB15H0-M0EAY090MB15H0-MVAAY0,AM4,X570,Atx,,4,128 GB,Yes* ECC memory support also depends on the CPU memory controller,2,0,2,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,8,0,,8 Channels,,Yes,6,2,1,0,,No,Yes,Yes,No,"September 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,11,In Stock,$212,https://pangoly.com/en/product/asus-tuf-gaming-x570-pro-wi-fi,b3e8d9ec-2237-eb11-8290-12c3a5b6f281,47
ASRock B550M/AC,Asrock,B550M/AC,AM4,B550,Atx,,4,128 GB,Yes* ECC memory support also depends on the CPU memory controller,2,0,1,1,2280 - M Key,4,0,,7.1 Channels,,Yes,5,2,2,0,,No,Yes,Yes,No,"September 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,Out of Stock,$115,https://pangoly.com/en/product/asrock-b550m-ac,38243fc1-2237-eb11-8290-12c3a5b6f281,47
Gigabyte B550 AORUS Elite V2,Gigabyte,,,B550,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$190,https://pangoly.com/en/product/gigabyte-b550-aorus-elite-v2,e744981f-6b3c-eb11-8291-12c3a5b6f281,47
ASRock H110 Pro BTC+,Asrock,H110 Pro BTC+,,,Atx,,,,,,,,,,,,,,,,,,,,,,,,,"September 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,91,In Stock,$245,https://pangoly.com/en/product/asrock-h110-pro-btc,10c4631a-84bd-eb11-8297-12c3a5b6f281,47
ASUS PRO WS X299 SAGE II,Asus,PRO WS X299 SAGE II90SW00U0-M0AAY0,LGA2066,Intel I225-LM,SSI CEB,,8,256 GB,No,7,0,0,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,8,0,,7.1 Channels,,No,,0,1,0,,Yes,Yes,Yes,No,"September 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$740,https://pangoly.com/en/product/asus-pro-ws-x299-sage-ii,f72e181c-b407-eb11-828e-12c3a5b6f281,47
MSI MAG A520M VECTOR WIFI,Msi,MAG A520M VECTOR WIFI7D14-008R,AM4,A520,Atx,,2,64 GB,No,1,0,2,1,2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,5,2,1,0,,No,No,Yes,No,"September 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,Out of Stock,$85,https://pangoly.com/en/product/msi-mag-a520m-vector-wifi,2f6c9a1d-2337-eb11-8290-12c3a5b6f281,48
MSI A520M-A PRO,Msi,A520M-A PRO7C96-001R,AM4,A520,Atx,,2,64 GB,No,1,0,1,1,2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"September 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$70,https://pangoly.com/en/product/msi-a520m-a-pro,5ac309b3-b307-eb11-828e-12c3a5b6f281,48
ASUS Prime A520M-E,Asus,PRIME A520M-E90MB1510-M0EAY0,AM4,A520,Atx,,2,64 GB,No,1,0,2,1,2242 / 2260 / 2280 - M Key,4,0,,,,No,,2,1,0,,No,No,Yes,No,"September 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$122,https://pangoly.com/en/product/asus-prime-a520m-e,bb6791db-2237-eb11-8290-12c3a5b6f281,48
ASRock A520M-HDV,Asrock,A520M-HDV90-MXBE50-A0UAYZ,AM4,A520,Atx,,2,64 GB,No,1,0,1,1,2242 / 2260 / 2280 - M Key,4,0,,,,No,,2,1,0,,No,No,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$58,https://pangoly.com/en/product/asrock-a520m-hdv,8d1a5718-ceed-ea11-a95c-000d3a0da064,48
ASRock A520M-ITX/AC,Asrock,A520M-ITX/AC90-MXBDG0-A0UAYZ,AM4,A520,Mini Itx,,2,64 GB,No,1,0,0,2,2280 - M Key2230 - E Key,4,0,,,,Yes,5,1,1,0,,No,No,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$100,https://pangoly.com/en/product/asrock-a520m-itx-ac,89bf11ea-cded-ea11-a95c-000d3a0da064,48
ASRock A520M/AC,Asrock,A520M/AC,AM4,A520,Atx,,2,64 GB,No,1,0,1,2,2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,,,Yes,5,2,1,0,,No,No,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$100,https://pangoly.com/en/product/asrock-a520m-ac,35a152fe-cded-ea11-a95c-000d3a0da064,48
MSI MPG Z490 Carbon EK X,Msi,MPG Z490 CARBON EK X7C73-008R,LGA1200,Realtek RTL8125B,Atx,,4,128 GB,No,3,0,2,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1-Channel High Definition AudioSupports S/PDIF output,,Yes,6,2,1,0,,Yes,Yes,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,6,Out of Stock,$426,https://pangoly.com/en/product/msi-mpg-z490-carbon-ek-x,3e07ef97-6dbd-eb11-8297-12c3a5b6f281,48
GIGABYTE A520 AORUS ELITE,Gigabyte,A520 AORUS ELITEGA-A520-AORUS-ELITEA520-AORUS-ELITE,AM4,A520,Atx,,4,128 GB,No,2,0,3,1,2242 / 2260 / 2280 / 22110 - M Key,4,0,,2/4/5.1/7.1-channelSupport for S/PDIF Out,,No,,2,1,0,,No,No,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,7,In Stock,$139,https://pangoly.com/en/product/gigabyte-a520-aorus-elite,4c7feb9e-b307-eb11-828e-12c3a5b6f281,48
ASUS PRIME A520M-K,Asus,,AM4,A520,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$159,https://pangoly.com/en/product/asus-prime-a520m-k,2b7627e5-b307-eb11-828e-12c3a5b6f281,48
ASUS PRIME H410M-K,Asus,PRIME H410M-K90MB13I0-M0EAY0,LGA1200,Intel H410,Atx,,2,64 GB,No,1,0,2,0,,4,0,,,,No,,1,1,0,,No,No,No,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$120,https://pangoly.com/en/product/asus-prime-h410m-k,c85fdf1e-b507-eb11-828e-12c3a5b6f281,48
Gigabyte A520M H,Gigabyte,A520M HGA-A520M-H,AM4,A520,Atx,,2,64 GB,No,1,0,2,1,2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$158,https://pangoly.com/en/product/gigabyte-a520m-h,aae96b87-b307-eb11-828e-12c3a5b6f281,48
Gigabyte A520M S2H,Gigabyte,A520M S2H,AM4,A520,Atx,,2,64 GB,No,1,0,2,1,2242 / 2260 / 2280 - M Key,4,0,,2/4/5.1/7.1-channel,,No,,2,1,0,,No,No,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$85,https://pangoly.com/en/product/gigabyte-a520m-s2h,8cb0f338-b207-eb11-828e-12c3a5b6f281,48
Gigabyte A520I AC,Gigabyte,A520I ACGA-A520I AC,AM4,A520,Mini ITX,,2,64 GB,No,1,0,0,1,2260 / 2280 - M Key,4,0,,2/4/5.1/7.1-channel,,Yes,5,1,1,0,,No,No,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,In Stock,$120,https://pangoly.com/en/product/gigabyte-a520i-ac,cecb1afc-2237-eb11-8290-12c3a5b6f281,49
Gigabyte A520M AORUS ELITE,Gigabyte,A520M AORUS ELITEGA-A520M-AORUS-ELITE,AM4,A520,Atx,,4,128 GB,No,1,0,2,1,2242 / 2260 / 2280 - M Key,4,0,,2/4/5.1/7.1-channel,,No,,1,1,0,,No,No,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$151,https://pangoly.com/en/product/gigabyte-a520m-aorus-elite,f34b1394-b207-eb11-828e-12c3a5b6f281,49
Gigabyte A520M DS3H,Gigabyte,A520M-DS3HGA-A520M-DS3H,AM4,A520,Atx,,4,128 GB,No,1,0,2,1,2242 / 2260 / 2280 - M Key,4,0,,2/4/5.1/7.1-channel,,No,,1,1,0,,No,No,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,23,Out of Stock,$60,https://pangoly.com/en/product/gigabyte-a520m-ds3h,e13bbdc1-7ebd-eb11-8297-12c3a5b6f281,49
Gigabyte B550 AORUS Elite AX,Gigabyte,,,B550,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,15,Out of Stock,$167,https://pangoly.com/en/product/gigabyte-b550-aorus-elite-ax,50329eaa-2237-eb11-8290-12c3a5b6f281,49
MSI MAG X570 TOMAHAWK WIFI,Msi,MAG X570 TOMAHAWK WIFI911-7C84-001X570 TOMAHAWK WIFIX570TOMAWIFIMAGX570-TMH-WF7C84-001R,AM4,X570,Atx,,4,128 GB,No,2,0,2,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1-Channel High Definition AudioSupports Optical S/PDIF output,,Yes,6,2,2,0,,No,Yes,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,13,In Stock,$204,https://pangoly.com/en/product/msi-mag-x570-tomahawk-wifi,90bd7e9c-e819-eb11-828f-12c3a5b6f281,49
ASUS ROG Strix B550-A Gaming,Asus,ROG Strix B550-A Gaming90MB15J0-M0AAY090MB15J0-M0EAY090MB15J0-MVAAY0,AM4,B550,Atx,,4,128 GB,Yes* ECC memory support also depends on the CPU memory controller,2,0,3,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,6,0,,8 Channels,,No,,2,1,0,,No,No,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,12,In Stock,$155,https://pangoly.com/en/product/asus-rog-strix-b550-a-gaming,bc420d61-38fc-ea11-828e-12c3a5b6f281,49
ASUS TUF Gaming B550-PLUS WiFi,Asus,TUF GAMING B550-PLUS (WI-FI)90MB15D0-MVAAY090MB15D0-M0AAY0,AM4,B550,Atx,,4,128 GB,Yes* ECC memory support also depends on the CPU memory controller,2,0,3,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,0,,No,Yes,Yes,No,"August 2020* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,5,In Stock,$289,https://pangoly.com/en/product/asus-tuf-gaming-b550-plus-wifi,fb824d87-2237-eb11-8290-12c3a5b6f281,49
