Name,Brand,Model,Type,Size,Kit Configuration,Speed,CAS Latency,Timing,First Word Latency,Voltage,Heat Spreader,ECC Support,Color,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
Kingston Fury Beast RGB 32GB (2x16GB) DDR5 5200,Kingston,,DDR5,32GB,2x16gb,,40,,,,,,,,$114,5/5,0,In Stock,$141,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-2x16gb-ddr5-5200,4c0e443e-f36b-1410-8bb3-003fe7c988bc,45
Kingston Fury Beast RGB 32GB DDR5 5200,Kingston,,DDR5,32GB,,,40,,,,,,,,$111,5/5,0,In Stock,$144,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-ddr5-5200,5e0f443e-f36b-1410-8bb3-003fe7c988bc,45
Kingston Fury Beast RGB 32GB (2x16GB) DDR5 5600,Kingston,,DDR5,32GB,2x16gb,,40,,,,,,,,$114,5/5,0,In Stock,$163,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-2x16gb-ddr5-5600,cb0e443e-f36b-1410-8bb3-003fe7c988bc,45
Kingston Fury Beast RGB 16GB (2x8GB) DDR5 6000,Kingston,,DDR5,16GB,2x8gb,,40,,,,,,,,$79,5/5,0,In Stock,$175,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-2x8gb-ddr5-6000,240e443e-f36b-1410-8bb3-003fe7c988bc,45
Kingston Fury Beast RGB 64GB (2x32GB) DDR5 5200,Kingston,,DDR5,64GB,2x32gb,,40,,,,,,,,$203,5/5,0,In Stock,$222,https://pangoly.com/en/product/kingston-fury-beast-rgb-64gb-2x32gb-ddr5-5200,2e0e443e-f36b-1410-8bb3-003fe7c988bc,45
Kingston Fury Beast RGB 64GB (2x32GB) DDR5 5600,Kingston,,DDR5,64GB,2x32gb,,40,,,,,,,,$205,5/5,0,In Stock,$303,https://pangoly.com/en/product/kingston-fury-beast-rgb-64gb-2x32gb-ddr5-5600,9a0e443e-f36b-1410-8bb3-003fe7c988bc,45
Kingston Fury Beast RGB 8GB DDR5 4800,Kingston,,DDR5,8GB,,,38,,,,,,,,$38,5/5,0,Out of Stock,$53,https://pangoly.com/en/product/kingston-fury-beast-rgb-8gb-ddr5-4800,670f443e-f36b-1410-8bb3-003fe7c988bc,45
Kingston Fury Beast RGB 16GB DDR5 4800,Kingston,,DDR5,16GB,,,38,,,,,,,,$75,5/5,0,Out of Stock,$63,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-ddr5-4800,e60f443e-f36b-1410-8bb3-003fe7c988bc,45
Kingston Fury Beast RGB 16GB DDR5 6000,Kingston,,DDR5,16GB,,,40,,,,,,,,$75,5/5,0,Out of Stock,$72,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-ddr5-6000,6910443e-f36b-1410-8bb3-003fe7c988bc,45
Kingston Fury Beast RGB 16GB (2x8GB) DDR5 4800,Kingston,,DDR5,16GB,2x8gb,,38,,,,,,,,$59,5/5,0,Out of Stock,$80,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-2x8gb-ddr5-4800,6a0e443e-f36b-1410-8bb3-003fe7c988bc,46
Kingston Fury Beast RGB 32GB DDR5 4800,Kingston,,DDR5,32GB,,,38,,,,,,,,$111,5/5,0,Out of Stock,$88,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-ddr5-4800,900f443e-f36b-1410-8bb3-003fe7c988bc,46
Kingston Fury Beast RGB 32GB DDR5 4800 CL38,Kingston,,DDR5,32GB,,,38,,,,,,,,$114,5/5,0,Out of Stock,$129,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-ddr5-4800-cl38,bb0e443e-f36b-1410-8bb3-003fe7c988bc,46
Kingston Fury Beast RGB 32GB (2x16GB) DDR5 6000,Kingston,KF560C40BBAK2-32,DDR5,32GB,2x16gb,DDR5-6000 MHz,40,,13.33 ns,1.35 V,Yes,No,RGB,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$115,5/5,0,Out of Stock,$138,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-2x16gb-ddr5-6000,6e0e443e-f36b-1410-8bb3-003fe7c988bc,46
Kingston Fury Beast RGB 64GB (2x32GB) DDR5 4800,Kingston,,DDR5,64GB,2x32gb,,38,,,,,,,,$203,5/5,0,Out of Stock,$180,https://pangoly.com/en/product/kingston-fury-beast-rgb-64gb-2x32gb-ddr5-4800,a30e443e-f36b-1410-8bb3-003fe7c988bc,46
G.SKILL Ripjaws Series 16GB SO-DIMM DDR5 4800 F...,G.Skill,F5-4800S3434A16GX1-RS,DDR5,16GB,,DDR5-4800 MHz,34,34-34-34-76,14.16 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$95,https://pangoly.com/en/product/g-skill-ripjaws-series-16gb-so-dimm-ddr5-4800-f5-4800s3434a16gx1-rs,f32e433e-f36b-1410-8bb3-003fe7c988bc,46
G.SKILL Ripjaws Series 32GB SO-DIMM DDR5 4800,G.Skill,F5-4800S4039A32GX1-RS,DDR5,32GB,,DDR5-4800 MHz,40,40-39-39-76,16.66 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$105,5/5,0,In Stock,$188,https://pangoly.com/en/product/g-skill-ripjaws-series-32gb-so-dimm-ddr5-4800,ab2e433e-f36b-1410-8bb3-003fe7c988bc,46
G.SKILL Ripjaws Series 32GB (2 x 16GB) SO-DIMM ...,G.Skill,F5-4800S3434A16GX2-RS,DDR5,32GB,,DDR5-4800 MHz,34,34-34-34-76,14.16 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$190,https://pangoly.com/en/product/g-skill-ripjaws-series-32gb-2-x-16gb-so-dimm-ddr5-4800-f5-4800s3434a16gx2-rs,eb2e433e-f36b-1410-8bb3-003fe7c988bc,46
G.SKILL Ripjaws Series 32GB (2 x 16GB) SO-DIMM ...,G.Skill,F5-4800S4039A16GX2-RS,DDR5,32GB,,DDR5-4800 MHz,40,40-39-39-76,16.66 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$105,5/5,0,In Stock,$200,https://pangoly.com/en/product/g-skill-ripjaws-series-32gb-2-x-16gb-so-dimm-ddr5-4800,b32e433e-f36b-1410-8bb3-003fe7c988bc,46
G.SKILL F5-4800S4039A32GX2-RS,G.Skill,F5-4800S4039A32GX2-RS,DDR5,64GB,,DDR5-4800 MHz,40,40-39-39-76,16.66 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$219,5/5,0,In Stock,$370,https://pangoly.com/en/product/g-skill-f5-4800s4039a32gx2-rs,a32e433e-f36b-1410-8bb3-003fe7c988bc,46
G.SKILL Ripjaws Series 16GB SO-DIMM DDR5 4800,G.Skill,F5-4800S3838A16GX1-RS,DDR5,16GB,,DDR5-4800 MHz,38,38-38-38-76,15.83 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$95,5/5,0,Out of Stock,$47,https://pangoly.com/en/product/g-skill-ripjaws-series-16gb-so-dimm-ddr5-4800,e42e433e-f36b-1410-8bb3-003fe7c988bc,46
G.SKILL Ripjaws 16GB SO-DIMM DDR5 5200,G.Skill,F5-5200S3838A16GX1-RS,DDR5,16GB,,DDR5-5200 MHz,38,38-38-38-83,14.61 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$95,5/5,0,Out of Stock,$50,https://pangoly.com/en/product/g-skill-ripjaws-16gb-so-dimm-ddr5-5200,9b2e433e-f36b-1410-8bb3-003fe7c988bc,46
G.SKILL Ripjaws Series 16GB SO-DIMM DDR5 4800 F...,G.Skill,F5-4800S4039A16GX1-RS,DDR5,16GB,,DDR5-4800 MHz,40,40-39-39-76,16.66 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$55,5/5,0,Out of Stock,$53,https://pangoly.com/en/product/g-skill-ripjaws-series-16gb-so-dimm-ddr5-4800-f5-4800s4039a16gx1-rs,be2e433e-f36b-1410-8bb3-003fe7c988bc,47
G.SKILL Ripjaws Series 32GB (2 x 16GB) SO-DIMM ...,G.Skill,F5-4800S3838A16GX2-RS,DDR5,32GB,,DDR5-4800 MHz,38,38-38-38-76,15.83 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$159,5/5,0,Out of Stock,$78,https://pangoly.com/en/product/g-skill-ripjaws-series-32gb-2-x-16gb-so-dimm-ddr5-4800-f5-4800s3838a16gx2-rs,d62e433e-f36b-1410-8bb3-003fe7c988bc,47
G.SKILL Ripjaws Series 32GB SO-DIMM DDR5 4800 F...,G.Skill,F5-4800S3838A32GX1-RS,DDR5,32GB,,DDR5-4800 MHz,38,38-38-38-76,15.83 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$85,https://pangoly.com/en/product/g-skill-ripjaws-series-32gb-so-dimm-ddr5-4800-f5-4800s3838a32gx1-rs,cf2e433e-f36b-1410-8bb3-003fe7c988bc,47
G.SKILL Ripjaws 32GB (2 x 16GB) SO-DIMM DDR5 5200,G.Skill,F5-5200S3838A16GX2-RS,DDR5,32GB,,DDR5-5200 MHz,38,38-38-38-83,14.61 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$159,5/5,0,Out of Stock,$100,https://pangoly.com/en/product/g-skill-ripjaws-32gb-2-x-16gb-so-dimm-ddr5-5200,942e433e-f36b-1410-8bb3-003fe7c988bc,47
G.SKILL Ripjaws Series 64GB (2 x 32GB) SO-DIMM ...,G.Skill,F5-4800S3838A32GX2-RS,DDR5,64GB,,DDR5-4800 MHz,38,38-38-38-76,15.83 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$241,5/5,0,Out of Stock,$140,https://pangoly.com/en/product/g-skill-ripjaws-series-64gb-2-x-32gb-so-dimm-ddr5-4800,c42e433e-f36b-1410-8bb3-003fe7c988bc,47
CORSAIR Vengeance 8GB SO-DIMM DDR5 4800,Corsair,CMSX8GX5M1A4800C40,DDR5,8GB,,DDR5-4800 MHz,40,40-40-40-77,16.66 ns,1.1 V,Yes,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$48,https://pangoly.com/en/product/corsair-vengeance-8gb-so-dimm-ddr5-4800,af31433e-f36b-1410-8bb3-003fe7c988bc,47
CORSAIR Vengeance 16GB (2 x 8GB) SO-DIMM DDR5 4800,Corsair,CMSX16GX5M2A4800C40,DDR5,16GB,,DDR5-4800 MHz,40,40-40-40-77,16.66 ns,1.1 V,Yes,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$70,5/5,0,In Stock,$95,https://pangoly.com/en/product/corsair-vengeance-16gb-2-x-8gb-so-dimm-ddr5-4800,a431433e-f36b-1410-8bb3-003fe7c988bc,47
Mushkin Enhanced Essentials 32GB (2 x 16GB) SO-...,Mushkin,MES5S480FD16GX2,DDR5,32GB,,DDR5-4800 MHz,40,40-40-40-77,16.66 ns,1.1 V,No,No,,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$105,5/5,0,Out of Stock,$65,https://pangoly.com/en/product/mushkin-enhanced-essentials-32gb-2-x-16gb-so-dimm-ddr5-4800,c12f433e-f36b-1410-8bb3-003fe7c988bc,47
CORSAIR Vengeance 32GB (2 x 16GB) DDR5 6200,Corsair,,DDR5,32GB,,,,,,,,,,,$124,5/5,0,In Stock,$135,https://pangoly.com/en/product/corsair-vengeance-32gb-2-x-16gb-ddr5-6200,d731433e-f36b-1410-8bb3-003fe7c988bc,47
Corsair Vengeance 32GB (2x16GB) DDR5 6000MHz,Corsair,CMK32GX5M2B6000C36,DDR5,32GB,2x16gb,DDR6000 MHz,36,36-38-38-76,12 ns,1.25 V,Yes,No,Black,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$119,5/5,12,In Stock,$205,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6000mhz,9462433e-f36b-1410-8bb3-003fe7c988bc,47
Corsair Vengeance DDR5 64GB (2x32GB) 5600MHz,Corsair,CMK64GX5M2B5600C40,DDR5,64GB,2x32gb,DDR5600 MHz,40,40-40-40-77,14.28 ns,1.25 V,Yes,No,Black,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$205,5/5,38,In Stock,$313,https://pangoly.com/en/product/corsair-vengeance-ddr5-64gb-2x32gb-5600mhz,450e443e-f36b-1410-8bb3-003fe7c988bc,47
Corsair Vengeance DDR5 32GB (2x16GB) 6000MHz,Corsair,CMK32GX5M2D6000C36,DDR5,32GB,2x16gb,DDR6000 MHz,36,36-36-36-76,12 ns,1.35 V,Yes,No,Black,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$119,5/5,38,Out of Stock,$90,https://pangoly.com/en/product/corsair-vengeance-ddr5-32gb-2x16gb-6000mhz,d80e443e-f36b-1410-8bb3-003fe7c988bc,47
CORSAIR DOMINATOR 32GB (2 x 16GB) DDR5 6200 White,Corsair,,DDR5,32GB,,,,,,,,,,,$124,5/5,0,In Stock,$249,https://pangoly.com/en/product/corsair-dominator-32gb-2-x-16gb-ddr5-6200-white,c231433e-f36b-1410-8bb3-003fe7c988bc,48
CORSAIR DOMINATOR 64GB (2 x 32GB) DDR5 5600,Corsair,,DDR5,64GB,,,,,,,,,,,$205,5/5,0,In Stock,$378,https://pangoly.com/en/product/corsair-dominator-64gb-2-x-32gb-ddr5-5600,b631433e-f36b-1410-8bb3-003fe7c988bc,48
CORSAIR Vengeance 32GB (2 x 16GB) DDR5 5200 White,Corsair,CMK32GX5M2B5200C40W,DDR5,32GB,,DDR5-5200 MHz,40,40-40-40-77,15.38 ns,1.25 V,Yes,No,White,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$114,5/5,24,In Stock,$168,https://pangoly.com/en/product/corsair-vengeance-32gb-2-x-16gb-ddr5-5200-white,0432433e-f36b-1410-8bb3-003fe7c988bc,48
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin DDR5 ...,Corsair,CMK32GX5M2B5600C36W,DDR5,32GB,,DDR5-5600 MHz,36,36-36-36-76,12.85 ns,1.25 V,Yes,No,White,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$115,5/5,24,Out of Stock,$111,https://pangoly.com/en/product/corsair-vengeance-32gb-2-x-16gb-288-pin-ddr5-5600-white,f331433e-f36b-1410-8bb3-003fe7c988bc,48
Corsair Dominator Platinum RGB DDR5 32GB (2x16G...,Corsair,CMT32GX5M2B5200C40W,DDR5,32GB,2x16gb,DDR5200 MHz,40,40-40-40-77,15.38 ns,1.25 V,Yes,No,RGB,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$114,5/5,0,In Stock,$203,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-ddr5-32gb-2x16gb-5200mhz-white,900e443e-f36b-1410-8bb3-003fe7c988bc,48
Corsair Vengeance 64GB (2x32GB) DDR5 5200MHz White,Corsair,CMK64GX5M2B5200C40W,DDR5,64GB,2x32gb,DDR5200 MHz,40,40-40-40-77,15.38 ns,1.25 V,Yes,No,White,"May 2022* First availability for purchase, it may not correspond to the actual market launch date.",$203,5/5,38,In Stock,$313,https://pangoly.com/en/product/corsair-vengeance-64gb-2x32gb-ddr5-5200mhz-white,b30f443e-f36b-1410-8bb3-003fe7c988bc,48
CORSAIR Vengeance 16GB SO-DIMM DDR5 4800,Corsair,CMSX16GX5M1A4800C40,DDR5,16GB,,DDR5-4800 MHz,40,40-40-40-77,16.66 ns,1.1 V,No,No,,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$55,5/5,0,In Stock,$79,https://pangoly.com/en/product/corsair-vengeance-16gb-so-dimm-ddr5-4800,c531433e-f36b-1410-8bb3-003fe7c988bc,48
CORSAIR Vengeance 32GB SO-DIMM DDR5 4800,Corsair,,DDR5,32GB,,,,,,,,,,,$105,5/5,0,In Stock,$145,https://pangoly.com/en/product/corsair-vengeance-32gb-so-dimm-ddr5-4800,ce31433e-f36b-1410-8bb3-003fe7c988bc,48
G.SKILL Trident Z5 RGB Series 64GB (2 x 32GB) D...,G.Skill,F5-6000J3040G32GX2-TZ5RK,DDR5,64GB,,DDR5-6000 MHz,30,30-40-40-96,10 ns,1.4 V,Yes,No,RGB,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,0,In Stock,$448,https://pangoly.com/en/product/g-skill-trident-z5-rgb-series-64gb-2-x-32gb-ddr5-6000-f5-6000j3040g32gx2-tz5rk,062f433e-f36b-1410-8bb3-003fe7c988bc,48
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) D...,G.Skill,F5-6600J3440G16GX2-TZ5RS,DDR5,32GB,,DDR5-6600 MHz,34,34-40-40-105,10.3 ns,1.4 V,Yes,No,RGB,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,Out of Stock,$118,https://pangoly.com/en/product/g-skill-trident-z5-rgb-series-32gb-2-x-16gb-ddr5-6600,a094443e-f36b-1410-8bb2-003fe7c988bc,48
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) D...,G.Skill,F5-6600J3440G16GX2-TZ5RK,DDR5,32GB,,DDR5-6600 MHz,34,34-40-40-105,10.3 ns,1.4 V,Yes,No,RGB,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,Out of Stock,$120,https://pangoly.com/en/product/g-skill-trident-z5-rgb-series-32gb-2-x-16gb-ddr5-6600-f5-6600j3440g16gx2-tz5rk,ff2e433e-f36b-1410-8bb3-003fe7c988bc,48
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) DDR5 ...,G.Skill,F5-6000J3040F16GX2-RS5W,DDR5,32GB,,DDR5-6000 MHz,30,30-40-40-96,10 ns,1.35 V,Yes,No,White,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$228,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-32gb-2-x-16gb-ddr5-6000-white,5e2f433e-f36b-1410-8bb3-003fe7c988bc,48
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) DDR5 ...,G.Skill,F5-6000J3040F16GX2-RS5K,DDR5,32GB,,DDR5-6000 MHz,30,30-40-40-96,10 ns,1.35 V,Yes,No,Black,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$228,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-32gb-2-x-16gb-ddr5-6000,602f433e-f36b-1410-8bb3-003fe7c988bc,49
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) DDR5 ...,G.Skill,F5-6000J3238F16GX2-RS5K,DDR5,32GB,,DDR5-6000 MHz,32,32-38-38-96,10.66 ns,1.35 V,Yes,No,Black,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$229,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-32gb-2-x-16gb-ddr5-6000-f5-6000j3238f16gx2-rs5k,562f433e-f36b-1410-8bb3-003fe7c988bc,49
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) DDR5 ...,G.Skill,F5-6000J3238F16GX2-RS5W,DDR5,32GB,,DDR5-6000 MHz,32,32-38-38-96,10.66 ns,1.35 V,Yes,No,White,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$229,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-32gb-2-x-16gb-ddr5-6000-white-f5-6000j3238f16gx2-rs5w,4e2f433e-f36b-1410-8bb3-003fe7c988bc,49
G.SKILL Trident Z5 Series 32GB (2 x 16GB) DDR5 ...,G.Skill,F5-6000J3040F16GX2-TZ5K,DDR5,32GB,,DDR5-6000 MHz,30,30-40-40-96,10 ns,1.35 V,Yes,No,Black,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,1,In Stock,$233,https://pangoly.com/en/product/g-skill-trident-z5-series-32gb-2-x-16gb-ddr5-6000-f5-6000j3040f16gx2-tz5k,142f433e-f36b-1410-8bb3-003fe7c988bc,49
G.SKILL Trident Z5 Series 32GB (2 x 16GB) DDR5 ...,G.Skill,F5-6000J3040F16GX2-TZ5S,DDR5,32GB,,DDR5-6000 MHz,30,30-40-40-96,10 ns,1.35 V,Yes,No,Silver,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$233,https://pangoly.com/en/product/g-skill-trident-z5-series-32gb-2-x-16gb-ddr5-6000-f5-6000j3040f16gx2-tz5s,0d2f433e-f36b-1410-8bb3-003fe7c988bc,49
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) D...,G.Skill,F5-6000J3040F16GX2-TZ5RS,DDR5,32GB,,DDR5-6000 MHz,30,30-40-40-96,10 ns,1.35 V,Yes,No,RGB,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$235,https://pangoly.com/en/product/g-skill-trident-z5-rgb-series-32gb-2-x-16gb-ddr5-6000-f5-6000j3040f16gx2-tz5rs,2d2f433e-f36b-1410-8bb3-003fe7c988bc,49
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) D...,G.Skill,F5-6000J3238F16GX2-TZ5RK,DDR5,32GB,,DDR5-6000 MHz,32,32-38-38-96,10.66 ns,1.35 V,Yes,No,RGB,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$236,https://pangoly.com/en/product/g-skill-trident-z5-rgb-series-32gb-2-x-16gb-ddr5-6000-f5-6000j3238f16gx2-tz5rk,272f433e-f36b-1410-8bb3-003fe7c988bc,49
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) D...,G.Skill,F5-6000J3238F16GX2-TZ5RS,DDR5,32GB,,DDR5-6000 MHz,32,32-38-38-96,10.66 ns,1.35 V,Yes,No,RGB,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$253,https://pangoly.com/en/product/g-skill-trident-z5-rgb-series-32gb-2-x-16gb-ddr5-6000-f5-6000j3238f16gx2-tz5rs,1d2f433e-f36b-1410-8bb3-003fe7c988bc,49
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) DDR5 ...,G.Skill,F5-5600J3036D16GX2-RS5K,DDR5,32GB,,DDR5-5600 MHz,30,30-36-36-89,10.71 ns,1.25 V,Yes,No,Black,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$294,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-32gb-2-x-16gb-ddr5-5600,892f433e-f36b-1410-8bb3-003fe7c988bc,49
G.SKILL Ripjaws S5 Series 64GB (2 x 32GB) DDR5 ...,G.Skill,F5-5600J3636D32GX2-RS5W,DDR5,64GB,,DDR5-5600 MHz,36,36-36-36-89,12.85 ns,1.25 V,Yes,No,White,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$205,5/5,0,In Stock,$360,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-64gb-2-x-32gb-ddr5-5600-white-f5-5600j3636d32gx2-rs5w,642f433e-f36b-1410-8bb3-003fe7c988bc,49
G.SKILL Trident Z5 RGB Series 64GB (2 x 32GB) D...,G.Skill,F5-5600J3636D32GX2-TZ5RK,DDR5,64GB,,DDR5-5600 MHz,36,36-36-36-89,12.85 ns,1.25 V,Yes,No,RGB,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$205,5/5,1,In Stock,$375,https://pangoly.com/en/product/g-skill-trident-z5-rgb-series-64gb-2-x-32gb-ddr5-5600-f5-5600j3636d32gx2-tz5rk,342f433e-f36b-1410-8bb3-003fe7c988bc,49
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) DDR5 560,G.Skill,F5-5600J3036D16GX2-RS5W,DDR5,32GB,,DDR5-5600 MHz,30,30-36-36-89,10.71 ns,1.25 V,Yes,No,White,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,Out of Stock,$95,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-32gb-2-x-16gb-ddr5-560,812f433e-f36b-1410-8bb3-003fe7c988bc,49
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) D...,G.Skill,F5-5600J3036D16GX2-TZ5RK,DDR5,32GB,,DDR5-5600 MHz,30,30-36-36-89,10.71 ns,1.25 V,Yes,No,RGB,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,Out of Stock,$100,https://pangoly.com/en/product/g-skill-trident-z5-rgb-series-32gb-2-x-16gb-ddr5-5600-f5-5600j3036d16gx2-tz5rk,4b2f433e-f36b-1410-8bb3-003fe7c988bc,50
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) D...,G.Skill,F5-5600J3036D16GX2-TZ5RS,DDR5,32GB,,DDR5-5600 MHz,30,30-36-36-89,10.71 ns,1.25 V,Yes,No,RGB,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,Out of Stock,$108,https://pangoly.com/en/product/g-skill-trident-z5-rgb-series-32gb-2-x-16gb-ddr5-5600-f5-5600j3036d16gx2-tz5rs,482f433e-f36b-1410-8bb3-003fe7c988bc,50
G.SKILL Ripjaws S5 Series 64GB (2 x 32GB) DDR5 ...,G.Skill,F5-5200J3636D32GX2-RS5W,DDR5,64GB,,DDR5-5200 MHz,36,36-36-36-83,13.84 ns,1.25 V,Yes,No,White,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$205,5/5,0,Out of Stock,$140,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-64gb-2-x-32gb-ddr5-5200-white,942f433e-f36b-1410-8bb3-003fe7c988bc,50
G.SKILL Ripjaws S5 Series 64GB (2 x 32GB) DDR5 ...,G.Skill,F5-5200J3636D32GX2-RS5K,DDR5,64GB,,DDR5-5200 MHz,36,36-36-36-83,13.84 ns,1.25 V,Yes,No,Black,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$205,5/5,0,Out of Stock,$140,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-64gb-2-x-32gb-ddr5-5200,9e2f433e-f36b-1410-8bb3-003fe7c988bc,50
G.SKILL Ripjaws S5 Series 64GB (2 x 32GB) DDR5 ...,G.Skill,F5-5600J3036D32GX2-RS5W,DDR5,64GB,,DDR5-5600 MHz,30,30-36-36-89,10.71 ns,1.25 V,Yes,No,White,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,0,Out of Stock,$175,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-64gb-2-x-32gb-ddr5-5600-white,6b2f433e-f36b-1410-8bb3-003fe7c988bc,50
G.SKILL Ripjaws S5 Series 64GB (2 x 32GB) DDR5 ...,G.Skill,F5-5600J3036D32GX2-RS5K,DDR5,64GB,,DDR5-5600 MHz,30,30-36-36-89,10.71 ns,1.25 V,Yes,No,Black,"April 2022* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,1,Out of Stock,$175,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-64gb-2-x-32gb-ddr5-5600,732f433e-f36b-1410-8bb3-003fe7c988bc,50
